"district","city","province","postal_code"
"RENAH MENDALUH","TANJUNG JABUNG BARAT","JAMBI","36554"
"RENAH PEMENANG","MERANGIN","JAMBI","37352"
"MUARA PAPALIK","TANJUNG JABUNG BARAT","JAMBI","36554"
"TANAH TUMBUH","BUNGO","JAMBI","37255"
"SERAI SERUMPUN","TEBO","JAMBI","37554"
"MANDIANGIN","SAROLANGUN","JAMBI","37492"
"MARO SEBO ILIR","BATANG HARI","JAMBI","36655"
"AIR HITAM","SAROLANGUN","JAMBI","37491"
"TABIR TIMUR","MERANGIN","JAMBI","37353"
"MENDAHARA ULU","TANJUNG JABUNG TIMUR","JAMBI","36764"
"TELANAIPURA","JAMBI","JAMBI","36123"
"TABIR SELATAN","MERANGIN","JAMBI","37354"
"BETARA","TANJUNG JABUNG BARAT","JAMBI","36555"
"NIPAH PANJANG","TANJUNG JABUNG TIMUR","JAMBI","36771"
"TEBO ULU","TEBO","JAMBI","37554"
"TANAH SEPENGGAL","BUNGO","JAMBI","37263"
"RIMBO TENGAH","BUNGO","JAMBI","37211"
"DENDANG","TANJUNG JABUNG TIMUR","JAMBI","36763"
"JELUTUNG","JAMBI","JAMBI","36134"
"HAMPARAN RAWANG","SUNGAIPENUH","JAMBI","37152"
"JAMBI LUAR KOTA","MUARO JAMBI","JAMBI","36361"
"SUMAY","TEBO","JAMBI","37573"
"LEMBAH MASURAI","MERANGIN","JAMBI","37372"
"BANGKO","MERANGIN","JAMBI","37313"
"SUNGAI BUNGKAL","SUNGAIPENUH","JAMBI","37112"
"BATANG ASAM","TANJUNG JABUNG BARAT","JAMBI","36552"
"JAMBI SELATAN","JAMBI","JAMBI","36139"
"TANAH SEPENGGAL LINTAS","BUNGO","JAMBI","37263"
"PAMENANG","MERANGIN","JAMBI","37352"
"RIMBO ILIR","TEBO","JAMBI","37553"
"JELUTUNG","JAMBI","JAMBI","36137"
"SEBERANG KOTA","TANJUNG JABUNG BARAT","JAMBI","36511"
"PELAYANGAN","JAMBI","JAMBI","36253"
"JELUTUNG","JAMBI","JAMBI","36136"
"KUALA JAMBI","TANJUNG JABUNG TIMUR","JAMBI","36761"
"TUNGKAL ILIR","TANJUNG JABUNG BARAT","JAMBI","36555"
"MUARA SABAK BARAT","TANJUNG JABUNG TIMUR","JAMBI","36761"
"CERMIN NAN GADANG","SAROLANGUN","JAMBI","37382"
"TABIR ULU","MERANGIN","JAMBI","37356"
"PAMENANG BARAT","MERANGIN","JAMBI","37352"
"BUKITKERMAN","KERINCI","JAMBI","37175"
"PENGABUAN","TANJUNG JABUNG BARAT","JAMBI","36553"
"JAMBI TIMUR","JAMBI","JAMBI","36141"
"SITINJAU LAUT","KERINCI","JAMBI","37163"
"SUNGAI GELAM","MUARO JAMBI","JAMBI","36364"
"BATANG MASUMAI","MERANGIN","JAMBI","37311"
"TAMAN RAJO  /  REJO","MUARO JAMBI","JAMBI","36382"
"SENYERANG","TANJUNG JABUNG BARAT","JAMBI","36553"
"KOTA BARU","JAMBI","JAMBI","36128"
"GERAGAI","TANJUNG JABUNG TIMUR","JAMBI","36764"
"TABIR LINTAS","MERANGIN","JAMBI","37353"
"PESISIR BUKIT","SUNGAIPENUH","JAMBI","37111"
"PESISIR BUKIT","SUNGAIPENUH","JAMBI","37152"
"SIULAK MUKAI","KERINCI","JAMBI","37162"
"JANGKAT","MERANGIN","JAMBI","37372"
"SUNGAI BUNGKAL","SUNGAIPENUH","JAMBI","37111"
"SEBERANG KOTA","TANJUNG JABUNG BARAT","JAMBI","36514"
"BANGKO","MERANGIN","JAMBI","37311"
"JELUTUNG","JAMBI","JAMBI","36135"
"RANTAU PANDAN","BUNGO","JAMBI","37261"
"TELANAIPURA","JAMBI","JAMBI","36121"
"MARGO TABIR","MERANGIN","JAMBI","37353"
"TENGAH ILIR","TEBO","JAMBI","37572"
"TAMAN RAJO  /  REJO","MUARO JAMBI","JAMBI","36371"
"JAMBI LUAR KOTA","MUARO JAMBI","JAMBI","36382"
"SUNGAI GELAM","MUARO JAMBI","JAMBI","36373"
"MUARA BULIAN","BATANG HARI","JAMBI","36613"
"PELAYANGAN","JAMBI","JAMBI","36252"
"DANAU TELUK","JAMBI","JAMBI","36262"
"PASAR JAMBI","JAMBI","JAMBI","36111"
"JAMBI SELATAN","JAMBI","JAMBI","36132"
"BANGKO","MERANGIN","JAMBI","37312"
"PASAR JAMBI","JAMBI","JAMBI","36133"
"SUNGAI PENUH","SUNGAIPENUH","JAMBI","37113"
"DANAU TELUK","JAMBI","JAMBI","36265"
"JAMBI TIMUR","JAMBI","JAMBI","36148"
"BATHIN II PELAYANG","BUNGO","JAMBI","37255"
"BANGKO","MERANGIN","JAMBI","37314"
"RIMBO BUJANG","TEBO","JAMBI","37553"
"TELANAIPURA","JAMBI","JAMBI","36129"
"TELANAIPURA","JAMBI","JAMBI","36124"
"PONDOK TINGGI","SUNGAIPENUH","JAMBI","37114"
"PAMENANG SELATAN","MERANGIN","JAMBI","37352"
"BUNGO DANI","BUNGO","JAMBI","37211"
"JAMBI TIMUR","JAMBI","JAMBI","36143"
"TIANG PUMPUNG","MERANGIN","JAMBI","37353"
"BERBAK","TANJUNG JABUNG TIMUR","JAMBI","36572"
"KOTA BARU","JAMBI","JAMBI","36125"
"RIMBO ULU","TEBO","JAMBI","37553"
"JAMBI TIMUR","JAMBI","JAMBI","36149"
"KOTA BARU","JAMBI","JAMBI","36126"
"MUARA BULIAN","BATANG HARI","JAMBI","36614"
"KOTA BARU","JAMBI","JAMBI","36127"
"JAMBI TIMUR","JAMBI","JAMBI","36144"
"BAHAR UTARA","MUARO JAMBI","JAMBI","36373"
"PASAR JAMBI","JAMBI","JAMBI","36134"
"AIR HANGAT TIMUR","KERINCI","JAMBI","37152"
"TELANAIPURA","JAMBI","JAMBI","36122"
"PELAYANGAN","JAMBI","JAMBI","36255"
"JAMBI TIMUR","JAMBI","JAMBI","36142"
"JELUTUNG","JAMBI","JAMBI","36133"
"PELAYANGAN","JAMBI","JAMBI","36256"
"DANAU TELUK","JAMBI","JAMBI","36263"
"JAMBI TIMUR","JAMBI","JAMBI","36146"
"DANAU TELUK","JAMBI","JAMBI","36264"
"JAMBI TIMUR","JAMBI","JAMBI","36147"
"PELAYANGAN","JAMBI","JAMBI","36254"
"MUARA BULIAN","BATANG HARI","JAMBI","36612"
"JAMBI SELATAN","JAMBI","JAMBI","36138"
"DANAU TELUK","JAMBI","JAMBI","36261"
"JAMBI SELATAN","JAMBI","JAMBI","36131"
"ILIR TIMUR II","PALEMBANG","SUMATERA SELATAN","30117"
"SEBERANG ULU I","PALEMBANG","SUMATERA SELATAN","30257"
"ILIR TIMUR II","PALEMBANG","SUMATERA SELATAN","30111"
"ILIR TIMUR II","PALEMBANG","SUMATERA SELATAN","30112"
"SEBERANG ULU II","PALEMBANG","SUMATERA SELATAN","30267"
"SEBERANG ULU II","PALEMBANG","SUMATERA SELATAN","30262"
"ILIR TIMUR I","PALEMBANG","SUMATERA SELATAN","30123"
"SEBERANG ULU II","PALEMBANG","SUMATERA SELATAN","30263"
"ILIR TIMUR I","PALEMBANG","SUMATERA SELATAN","30124"
"SEBERANG ULU II","PALEMBANG","SUMATERA SELATAN","30264"
"ILIR TIMUR I","PALEMBANG","SUMATERA SELATAN","30122"
"SEBERANG ULU II","PALEMBANG","SUMATERA SELATAN","30265"
"ILIR TIMUR I","PALEMBANG","SUMATERA SELATAN","30125"
"ILIR TIMUR I","PALEMBANG","SUMATERA SELATAN","30121"
"BUKIT KECIL","PALEMBANG","SUMATERA SELATAN","30132"
"ILIR TIMUR II","PALEMBANG","SUMATERA SELATAN","30118"
"ILIR TIMUR I","PALEMBANG","SUMATERA SELATAN","30126"
"KEMUNING","PALEMBANG","SUMATERA SELATAN","30127"
"ILIR TIMUR I","PALEMBANG","SUMATERA SELATAN","30129"
"ILIR TIMUR I","PALEMBANG","SUMATERA SELATAN","30128"
"BUKIT KECIL","PALEMBANG","SUMATERA SELATAN","30131"
"BUKIT KECIL","PALEMBANG","SUMATERA SELATAN","30133"
"BUKIT KECIL","PALEMBANG","SUMATERA SELATAN","30134"
"ILIR BARAT I","PALEMBANG","SUMATERA SELATAN","30136"
"BUKIT KECIL","PALEMBANG","SUMATERA SELATAN","30136"
"ILIR BARAT II","PALEMBANG","SUMATERA SELATAN","30141"
"ILIR BARAT II","PALEMBANG","SUMATERA SELATAN","30142"
"ILIR BARAT II","PALEMBANG","SUMATERA SELATAN","30143"
"ILIR TIMUR II","PALEMBANG","SUMATERA SELATAN","30116"
"SEBERANG ULU I","PALEMBANG","SUMATERA SELATAN","30255"
"ILIR BARAT II","PALEMBANG","SUMATERA SELATAN","30144"
"ILIR BARAT II","PALEMBANG","SUMATERA SELATAN","30145"
"ILIR BARAT II","PALEMBANG","SUMATERA SELATAN","30146"
"GANDUS","PALEMBANG","SUMATERA SELATAN","30147"
"ILIR TIMUR II","PALEMBANG","SUMATERA SELATAN","30115"
"SEBERANG ULU I","PALEMBANG","SUMATERA SELATAN","30254"
"SEBERANG ULU I","PALEMBANG","SUMATERA SELATAN","30253"
"ILIR TIMUR II","PALEMBANG","SUMATERA SELATAN","30114"
"SEBERANG ULU I","PALEMBANG","SUMATERA SELATAN","30252"
"ILIR TIMUR II","PALEMBANG","SUMATERA SELATAN","30113"
"SEBERANG ULU I","PALEMBANG","SUMATERA SELATAN","30251"
"PAJAR BULAN","LAHAT","SUMATERA SELATAN","31356"
"SEMENDAWAI BARAT","OGAN KOMERING ULU TIMUR","SUMATERA SELATAN","32184"
"MADANG SUKU I","OGAN KOMERING ULU TIMUR","SUMATERA SELATAN","32362"
"LALAN (SUNGAI LALAN)","MUSI BANYUASIN","SUMATERA SELATAN","30758"
"DEMPO UTARA","PAGAR ALAM","SUMATERA SELATAN","31521"
"KISAM TINGGI","OGAN KOMERING ULU SELATAN","SUMATERA SELATAN","32279"
"SANGA DESA","MUSI BANYUASIN","SUMATERA SELATAN","30759"
"MEKAKAU ILIR","OGAN KOMERING ULU SELATAN","SUMATERA SELATAN","32276"
"RUNJUNG AGUNG","OGAN KOMERING ULU SELATAN","SUMATERA SELATAN","32278"
"TALANG KELAPA","BANYUASIN","SUMATERA SELATAN","30961"
"TUAH NEGERI","MUSI RAWAS","SUMATERA SELATAN","31663"
"RAWAS ILIR","MUSI RAWAS","SUMATERA SELATAN","31655"
"RAMBANG DANGKU","MUARA ENIM","SUMATERA SELATAN","31172"
"TANJUNG TEBAT","LAHAT","SUMATERA SELATAN","31462"
"BATURAJA BARAT","OGAN KOMERING ULU","SUMATERA SELATAN","32121"
"MUARA PADANG","BANYUASIN","SUMATERA SELATAN","30975"
"PENUKAL (PENUKAL ABAB)","MUARA ENIM","SUMATERA SELATAN","31315"
"JEJAWI","OGAN KOMERING ILIR","SUMATERA SELATAN","30652"
"PENDOPO BARAT","EMPAT LAWANG","SUMATERA SELATAN","31593"
"LUBUK LINGGAU SELATAN SATU (I)","LUBUK LINGGAU","SUMATERA SELATAN","31626"
"BUAY PEMACA","OGAN KOMERING ULU SELATAN","SUMATERA SELATAN","32265"
"ULU MUSI","EMPAT LAWANG","SUMATERA SELATAN","31594"
"RAMBANG","MUARA ENIM","SUMATERA SELATAN","31173"
"AIR KUMBANG","BANYUASIN","SUMATERA SELATAN","30962"
"LUBUK LINGGAU TIMUR SATU (I)","LUBUK LINGGAU","SUMATERA SELATAN","31628"
"MUARA BELITI","MUSI RAWAS","SUMATERA SELATAN","31661"
"PAGAR GUNUNG","LAHAT","SUMATERA SELATAN","31461"
"MUARA ENIM","MUARA ENIM","SUMATERA SELATAN","31311"
"PASEMAH AIR KERUH","EMPAT LAWANG","SUMATERA SELATAN","31595"
"BATURAJA TIMUR","OGAN KOMERING ULU","SUMATERA SELATAN","32111"
"PANGKALAN LAMPAM","OGAN KOMERING ILIR","SUMATERA SELATAN","30659"
"MULAK ULU","LAHAT","SUMATERA SELATAN","31453"
"PLAKAT TINGGI (PELAKAT TINGGI)","MUSI BANYUASIN","SUMATERA SELATAN","30758"
"BANDING AGUNG","OGAN KOMERING ULU SELATAN","SUMATERA SELATAN","32274"
"SUAK TAPEH","BANYUASIN","SUMATERA SELATAN","30958"
"AIR SALEK","BANYUASIN","SUMATERA SELATAN","30975"
"LUBUK BATANG","OGAN KOMERING ULU","SUMATERA SELATAN","32192"
"LEMBAK","MUARA ENIM","SUMATERA SELATAN","31171"
"ALANG-ALANG LEBAR","PALEMBANG","SUMATERA SELATAN","30154"
"MUARADUA KISAM","OGAN KOMERING ULU SELATAN","SUMATERA SELATAN","32272"
"PAGAR ALAM UTARA","PAGAR ALAM","SUMATERA SELATAN","31513"
"BUAY MADANG","OGAN KOMERING ULU TIMUR","SUMATERA SELATAN","32361"
"PRABUMULIH UTARA","PRABUMULIH","SUMATERA SELATAN","31121"
"PULAU BERINGIN","OGAN KOMERING ULU SELATAN","SUMATERA SELATAN","32273"
"BUAY PEMUKA BANGSA RAJA","OGAN KOMERING ULU TIMUR","SUMATERA SELATAN","32361"
"KAYU AGUNG","OGAN KOMERING ILIR","SUMATERA SELATAN","30618"
"MUARA LAKITAN","MUSI RAWAS","SUMATERA SELATAN","31666"
"MERAPI TIMUR","LAHAT","SUMATERA SELATAN","31471"
"SEMENDO DARAT ULU","MUARA ENIM","SUMATERA SELATAN","31355"
"BELITANG JAYA","OGAN KOMERING ULU TIMUR","SUMATERA SELATAN","32385"
"MUARA SUGIHAN","BANYUASIN","SUMATERA SELATAN","30975"
"KARANG DAPO","MUSI RAWAS","SUMATERA SELATAN","31658"
"KEMUNING","PALEMBANG","SUMATERA SELATAN","30128"
"RANTAU PANJANG","OGAN ILIR","SUMATERA SELATAN","30661"
"INDRALAYA SELATAN","OGAN ILIR","SUMATERA SELATAN","30862"
"PEMULUTAN BARAT","OGAN ILIR","SUMATERA SELATAN","30653"
"MUARA BELIDA","MUARA ENIM","SUMATERA SELATAN","31171"
"JARAI","LAHAT","SUMATERA SELATAN","31591"
"DEMPO SELATAN","PAGAR ALAM","SUMATERA SELATAN","31521"
"TEBING TINGGI","EMPAT LAWANG","SUMATERA SELATAN","31453"
"LUBAI","MUARA ENIM","SUMATERA SELATAN","31173"
"PEMULUTAN","OGAN ILIR","SUMATERA SELATAN","30653"
"SIRAH PULAU PADANG","OGAN KOMERING ILIR","SUMATERA SELATAN","30652"
"BABAT SUPAT","MUSI BANYUASIN","SUMATERA SELATAN","30755"
"KIKIM BARAT","LAHAT","SUMATERA SELATAN","31452"
"KIKIM TIMUR","LAHAT","SUMATERA SELATAN","31452"
"BABAT TOMAN","MUSI BANYUASIN","SUMATERA SELATAN","30752"
"STL ULU TERAWAS","MUSI RAWAS","SUMATERA SELATAN","30771"
"LINTANG KANAN","EMPAT LAWANG","SUMATERA SELATAN","31593"
"SEMENDO DARAT LAUT","MUARA ENIM","SUMATERA SELATAN","31356"
"PLAJU","PALEMBANG","SUMATERA SELATAN","30268"
"SEKAYU","MUSI BANYUASIN","SUMATERA SELATAN","30711"
"INDRALAYA UTARA","OGAN ILIR","SUMATERA SELATAN","30862"
"MESUJI RAYA","OGAN KOMERING ILIR","SUMATERA SELATAN","30681"
"MADANG SUKU II","OGAN KOMERING ULU TIMUR","SUMATERA SELATAN","32366"
"LAHAT","LAHAT","SUMATERA SELATAN","31414"
"PENDOPO","EMPAT LAWANG","SUMATERA SELATAN","31593"
"SIKAP DALAM","EMPAT LAWANG","SUMATERA SELATAN","31594"
"AIR SUGIHAN","OGAN KOMERING ILIR","SUMATERA SELATAN","30656"
"BUAY PEMUKA BELIUNG  /  PELIUNG","OGAN KOMERING ULU TIMUR","SUMATERA SELATAN","32367"
"LAHAT","LAHAT","SUMATERA SELATAN","31419"
"LENGKITI","OGAN KOMERING ULU","SUMATERA SELATAN","32158"
"BUANA PEMACA","OGAN KOMERING ULU SELATAN","SUMATERA SELATAN","32264"
"SOSOH BUAY RAYAP","OGAN KOMERING ULU","SUMATERA SELATAN","32151"
"MADANG SUKU III","OGAN KOMERING ULU TIMUR","SUMATERA SELATAN","32366"
"MUARAPAYANG","LAHAT","SUMATERA SELATAN","31591"
"LUBUK LINGGAU BARAT DUA (II)","LUBUK LINGGAU","SUMATERA SELATAN","31611"
"LUBUK LINGGAU BARAT SATU (I)","LUBUK LINGGAU","SUMATERA SELATAN","31611"
"KOTA AGUNG","LAHAT","SUMATERA SELATAN","31462"
"SUNGAI KERUH","MUSI BANYUASIN","SUMATERA SELATAN","30757"
"BELITANG MADANG RAYA","OGAN KOMERING ULU TIMUR","SUMATERA SELATAN","32362"
"PAMPANGAN","OGAN KOMERING ILIR","SUMATERA SELATAN","30654"
"BUAY MADANG TIMUR","OGAN KOMERING ULU TIMUR","SUMATERA SELATAN","32361"
"BATUKUNING LAKITAN ULU (BTS) / CECAR","MUSI RAWAS","SUMATERA SELATAN","31652"
"PAGAR ALAM UTARA","PAGAR ALAM","SUMATERA SELATAN","31512"
"TANJUNG BATU","OGAN ILIR","SUMATERA SELATAN","30664"
"BELITANG II","OGAN KOMERING ULU TIMUR","SUMATERA SELATAN","32383"
"PAGAR ALAM UTARA","PAGAR ALAM","SUMATERA SELATAN","31517"
"SUKAKARYA","MUSI RAWAS","SUMATERA SELATAN","31665"
"GUNUNG MEGANG","MUARA ENIM","SUMATERA SELATAN","31352"
"PURWODADI","MUSI RAWAS","SUMATERA SELATAN","31668"
"TANJUNG LAGO","BANYUASIN","SUMATERA SELATAN","30961"
"BUAY RAWAN","OGAN KOMERING ULU SELATAN","SUMATERA SELATAN","32211"
"TUNGKAL JAYA","MUSI BANYUASIN","SUMATERA SELATAN","30756"
"BELITANG JAYA","OGAN KOMERING ULU TIMUR","SUMATERA SELATAN","32382"
"SEMIDANG AJI","OGAN KOMERING ULU","SUMATERA SELATAN","32156"
"PULAU RIMAU","BANYUASIN","SUMATERA SELATAN","30959"
"KIKIM SELATAN","LAHAT","SUMATERA SELATAN","31452"
"KIKIM TENGAH","LAHAT","SUMATERA SELATAN","31452"
"GUMAY TALANG","LAHAT","SUMATERA SELATAN","31419"
"LUBUK RAJA","OGAN KOMERING ULU","SUMATERA SELATAN","32152"
"TIANG PUMPUNG KEPUNGUT","MUSI RAWAS","SUMATERA SELATAN","31661"
"MUARADUA","OGAN KOMERING ULU SELATAN","SUMATERA SELATAN","32211"
"RUPIT","MUSI RAWAS","SUMATERA SELATAN","31654"
"MUARA PINANG","EMPAT LAWANG","SUMATERA SELATAN","31592"
"SELANGIT","MUSI RAWAS","SUMATERA SELATAN","31625"
"TANJUNG SAKTI PUMU","LAHAT","SUMATERA SELATAN","31581"
"SEMENDO DARAT TENGAH","MUARA ENIM","SUMATERA SELATAN","31356"
"LUBUK LINGGAU UTARA DUA (II)","LUBUK LINGGAU","SUMATERA SELATAN","31627"
"PSEKSU","LAHAT","SUMATERA SELATAN","31419"
"BUNGA MAYANG","OGAN KOMERING ULU TIMUR","SUMATERA SELATAN","32381"
"BATURAJA TIMUR","OGAN KOMERING ULU","SUMATERA SELATAN","32114"
"BAYUNG LENCIR","MUSI BANYUASIN","SUMATERA SELATAN","30756"
"TANJUNG AGUNG","MUARA ENIM","SUMATERA SELATAN","31355"
"BUAY RUNJUNG","OGAN KOMERING ULU SELATAN","SUMATERA SELATAN","32278"
"WARKUK RANAU SELATAN","OGAN KOMERING ULU SELATAN","SUMATERA SELATAN","32274"
"BELITANG","OGAN KOMERING ULU TIMUR","SUMATERA SELATAN","32382"
"LUBUK LINGGAU UTARA SATU (I)","LUBUK LINGGAU","SUMATERA SELATAN","31619"
"PENGANDONAN","OGAN KOMERING ULU","SUMATERA SELATAN","32155"
"ULU OGAN","OGAN KOMERING ULU","SUMATERA SELATAN","32157"
"TANJUNG RAJA","OGAN ILIR","SUMATERA SELATAN","30661"
"PENINJAUAN","OGAN KOMERING ULU","SUMATERA SELATAN","32191"
"MUARA KELINGI","MUSI RAWAS","SUMATERA SELATAN","31663"
"TALANG UBI","MUARA ENIM","SUMATERA SELATAN","31214"
"TELUK GELAM","OGAN KOMERING ILIR","SUMATERA SELATAN","30673"
"TUNGKAL ILIR","BANYUASIN","SUMATERA SELATAN","30959"
"TANJUNG SAKTI PUMI","LAHAT","SUMATERA SELATAN","31581"
"RAMBANG KUANG","OGAN ILIR","SUMATERA SELATAN","30869"
"MESUJI MAKMUR","OGAN KOMERING ILIR","SUMATERA SELATAN","30681"
"PAGAR ALAM UTARA","PAGAR ALAM","SUMATERA SELATAN","31511"
"MUARA JAYA","OGAN KOMERING ULU","SUMATERA SELATAN","32155"
"SUNGAI LILIN","MUSI BANYUASIN","SUMATERA SELATAN","30755"
"PAGAR ALAM SELATAN","PAGAR ALAM","SUMATERA SELATAN","31526"
"ABAB","MUARA ENIM","SUMATERA SELATAN","31315"
"LUBUK KELIAT","OGAN ILIR","SUMATERA SELATAN","30868"
"BENAKAT","MUARA ENIM","SUMATERA SELATAN","31626"
"BETUNG","BANYUASIN","SUMATERA SELATAN","30958"
"GELUMBANG","MUARA ENIM","SUMATERA SELATAN","31171"
"ILIR BARAT I","PALEMBANG","SUMATERA SELATAN","30131"
"ILIR BARAT I","PALEMBANG","SUMATERA SELATAN","30139"
"KARANG JAYA","MUSI RAWAS","SUMATERA SELATAN","31654"
"BATANGHARI LEKO","MUSI BANYUASIN","SUMATERA SELATAN","30755"
"KALIDONI","PALEMBANG","SUMATERA SELATAN","30114"
"MARTAPURA","OGAN KOMERING ULU TIMUR","SUMATERA SELATAN","32315"
"LEMPUING","OGAN KOMERING ILIR","SUMATERA SELATAN","30657"
"LAWANG WETAN","MUSI BANYUASIN","SUMATERA SELATAN","30752"
"NIBUNG","MUSI RAWAS","SUMATERA SELATAN","31667"
"SUNGAI MENANG","OGAN KOMERING ILIR","SUMATERA SELATAN","30681"
"JAYA LOKA","MUSI RAWAS","SUMATERA SELATAN","31665"
"TANJUNG LUBUK","OGAN KOMERING ILIR","SUMATERA SELATAN","30671"
"TANAH ABANG","MUARA ENIM","SUMATERA SELATAN","31314"
"BUAY SANDANG AJI","OGAN KOMERING ULU SELATAN","SUMATERA SELATAN","32277"
"JAYAPURA","OGAN KOMERING ULU TIMUR","SUMATERA SELATAN","32381"
"SIMPANG","OGAN KOMERING ULU SELATAN","SUMATERA SELATAN","32264"
"SEMENDAWAI TIMUR","OGAN KOMERING ULU TIMUR","SUMATERA SELATAN","32185"
"PEDAMARAN","OGAN KOMERING ILIR","SUMATERA SELATAN","30672"
"PEMULUTAN SELATAN","OGAN ILIR","SUMATERA SELATAN","30653"
"SEMENDAWAI SUKU III","OGAN KOMERING ULU TIMUR","SUMATERA SELATAN","32386"
"CAMBAI","PRABUMULIH","SUMATERA SELATAN","31141"
"TULUNG SELAPAN","OGAN KOMERING ILIR","SUMATERA SELATAN","30655"
"KISAM ILIR","OGAN KOMERING ULU SELATAN","SUMATERA SELATAN","32272"
"CEMPAKA","OGAN KOMERING ULU TIMUR","SUMATERA SELATAN","32384"
"MEGANG SAKTI","MUSI RAWAS","SUMATERA SELATAN","31657"
"DEMPO TENGAH","PAGAR ALAM","SUMATERA SELATAN","31521"
"TALANG PADANG","EMPAT LAWANG","SUMATERA SELATAN","31596"
"KAYU AGUNG","OGAN KOMERING ILIR","SUMATERA SELATAN","30611"
"CENGAL","OGAN KOMERING ILIR","SUMATERA SELATAN","30658"
"LUBUK LINGGAU TIMUR DUA (II)","LUBUK LINGGAU","SUMATERA SELATAN","31628"
"BANYUASIN I","BANYUASIN","SUMATERA SELATAN","30962"
"KAYU AGUNG","OGAN KOMERING ILIR","SUMATERA SELATAN","30614"
"KELUANG","MUSI BANYUASIN","SUMATERA SELATAN","30754"
"SUNGAI ARE","OGAN KOMERING ULU SELATAN","SUMATERA SELATAN","32273"
"PAGAR ALAM UTARA","PAGAR ALAM","SUMATERA SELATAN","31516"
"BELITANG III","OGAN KOMERING ULU TIMUR","SUMATERA SELATAN","32385"
"LAIS","MUSI BANYUASIN","SUMATERA SELATAN","30757"
"SUNGAI ROTAN","MUARA ENIM","SUMATERA SELATAN","31357"
"LAWANG KIDUL","MUARA ENIM","SUMATERA SELATAN","31711"
"MAKARTI JAYA","BANYUASIN","SUMATERA SELATAN","30972"
"PAGAR ALAM UTARA","PAGAR ALAM","SUMATERA SELATAN","31519"
"RAMBUTAN","BANYUASIN","SUMATERA SELATAN","30967"
"MARTAPURA","OGAN KOMERING ULU TIMUR","SUMATERA SELATAN","32313"
"TUGUMULYO","MUSI RAWAS","SUMATERA SELATAN","31662"
"LUBUK LINGGAU SELATAN DUA (II)","LUBUK LINGGAU","SUMATERA SELATAN","31626"
"KELEKAR","MUARA ENIM","SUMATERA SELATAN","31171"
"PEDAMARAN TIMUR","OGAN KOMERING ILIR","SUMATERA SELATAN","30672"
"BANYUASIN III","BANYUASIN","SUMATERA SELATAN","30953"
"GANDUS","PALEMBANG","SUMATERA SELATAN","30149"
"BUAY PEMATANG RIBU RANAU TENGAH","OGAN KOMERING ULU SELATAN","SUMATERA SELATAN","32274"
"MERAPI SELATAN","LAHAT","SUMATERA SELATAN","31471"
"UJAN MAS","MUARA ENIM","SUMATERA SELATAN","31351"
"MERAPI BARAT","LAHAT","SUMATERA SELATAN","31471"
"PAGAR ALAM SELATAN","PAGAR ALAM","SUMATERA SELATAN","31529"
"LAHAT","LAHAT","SUMATERA SELATAN","31418"
"PRABUMULIH TIMUR","PRABUMULIH","SUMATERA SELATAN","31117"
"PRABUMULIH TIMUR","PRABUMULIH","SUMATERA SELATAN","31113"
"PRABUMULIH BARAT","PRABUMULIH","SUMATERA SELATAN","31122"
"SUKAMERINDU","LAHAT","SUMATERA SELATAN","31356"
"INDRALAYA","OGAN ILIR","SUMATERA SELATAN","30862"
"SUKARAMI","PALEMBANG","SUMATERA SELATAN","30151"
"SUMBER HARTA","MUSI RAWAS","SUMATERA SELATAN","30771"
"ULU RAWAS","MUSI RAWAS","SUMATERA SELATAN","31669"
"BANYUASIN II","BANYUASIN","SUMATERA SELATAN","30971"
"PULAU PINANG","LAHAT","SUMATERA SELATAN","31461"
"LUBUK LINGGAU TIMUR DUA (II)","LUBUK LINGGAU","SUMATERA SELATAN","31621"
"LUBUK LINGGAU TIMUR DUA (II)","LUBUK LINGGAU","SUMATERA SELATAN","31622"
"MESUJI","OGAN KOMERING ILIR","SUMATERA SELATAN","30681"
"LUBUK LINGGAU UTARA DUA (II)","LUBUK LINGGAU","SUMATERA SELATAN","31619"
"KAYU AGUNG","OGAN KOMERING ILIR","SUMATERA SELATAN","30616"
"RAMBANG KAPAK TENGAH","PRABUMULIH","SUMATERA SELATAN","31131"
"MUARA KUANG","OGAN ILIR","SUMATERA SELATAN","30865"
"KALIDONI","PALEMBANG","SUMATERA SELATAN","30119"
"KANDIS","OGAN ILIR","SUMATERA SELATAN","30867"
"GANDUS","PALEMBANG","SUMATERA SELATAN","30148"
"SUMBER MARGA TELANG","BANYUASIN","SUMATERA SELATAN","30974"
"RAMBANG KAPAK TENGAH","PRABUMULIH","SUMATERA SELATAN","31133"
"PRABUMULIH TIMUR","PRABUMULIH","SUMATERA SELATAN","31115"
"TIGA DIHAJI","OGAN KOMERING ULU SELATAN","SUMATERA SELATAN","32277"
"PRABUMULIH TIMUR","PRABUMULIH","SUMATERA SELATAN","31111"
"PENUKAL UTARA","MUARA ENIM","SUMATERA SELATAN","31315"
"ALANG-ALANG LEBAR","PALEMBANG","SUMATERA SELATAN","30151"
"KERTAPATI","PALEMBANG","SUMATERA SELATAN","30259"
"SINAR PENINJAUAN","OGAN KOMERING ULU","SUMATERA SELATAN","32159"
"RAMBANG KAPAK TENGAH","PRABUMULIH","SUMATERA SELATAN","31135"
"SEMATANG BORANG","PALEMBANG","SUMATERA SELATAN","30161"
